Name,Play Number,QB Comment,Series,Down,Distance,Field Position,Gain,Personnel,The_Play,Formation,Motion,Play,Run Concept,Pass Concept,R/P,Pass Result,QB#,J#,EFF
"01 NCCR OFF vs. SCST (09/02/23), Play 060",60,TOUCHDOWN,10,1,10,36,0,12,DEUCE RT SLOT N. TEXAS Z-SKI,DEUCE,,N. TEXAS Z-SKI,,SKI-Z,P,I,4,10,N
"01 NCCR OFF vs. SCST (09/02/23), Play 061",61,TOUCHDOWN,10,2,10,36,36,12,(PEEK) FLANK RT H-CREEP ROACH STREET,FLANK,CREEP-H,ROACH STREET,ROACH-LEECH,,P,,4,86,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 062",62,INTERCEPTION,11,0,10,22,1,21,(U) TRIPS LT Z-CAN S. PITT,TRIPS,CAN-Z,S. PITT,PITT,,R,,4,0,N
"01 NCCR OFF vs. SCST (09/02/23), Play 063",63,INTERCEPTION,11,2,9,21,0,21,FLANK RT SQUEEZE QK JACK SPACING X-STICK,FLANK,,QK JACK SPACING X-STICK,,SPACING STICK-X,P,,4,22,N
"01 NCCR OFF vs. SCST (09/02/23), Play 064",64,INTERCEPTION,11,3,9,21,12,11,DAFFY RT FLY LOAD SLOP R-SWING,DAFFY,,LOAD SLOP R-SWING,,SLOP SWING-R,P,,4,4,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 065",65,INTERCEPTION,11,1,9,9,3,11,(PEEK) TRAIN LT OFF LION OLY,TRAIN,,LION OLY,BEAR-LION OMAR,,R,,4,4,N
"01 NCCR OFF vs. SCST (09/02/23), Play 066",66,INTERCEPTION,11,2,6,6,-1,12,FLANK LT H-CREEP LEECH STREET,FLANK,CREEP-H,LEECH STREET,ROACH-LEECH,,R,,4,28,N
"01 NCCR OFF vs. SCST (09/02/23), Play 067",67,INTERCEPTION,11,3,7,7,0,12,FIB DEUCE RT SLOT BEETLE STREET,DEUCE,,BEETLE STREET,BEETLE-SPIDER,,P,INT,4,17,N
"01 NCCR OFF vs. SCST (09/02/23), Play 068",68,END OF GAME,12,0,10,-41,8,11,Z-TOXIC LT Y-CREEP JAGUAR BOB,TOXIC,CREEP-Y,JAGUAR BOB,WOLF-JAGUAR BOB,,R,,11,13,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 069",69,END OF GAME,12,2,2,-49,5,11,Z-TOXIC LT Y-CREEP JAGUAR BOB,TOXIC,CREEP-Y,JAGUAR BOB,WOLF-JAGUAR BOB,,R,,11,13,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 070",70,END OF GAME,12,1,10,46,-2,,VICTORY,,,VICTORY,VICTORY,,X,,11,,N
"03 NCCR OFF vs. GAST (09/16/23), Play 001",1,DOWNS,1,0,10,-38,9,12,(U) FIB DEUCE RT WOLF RENO H-SLIDE Y-TARDY,DEUCE,SLIDE-H,WOLF RENO H-SLIDE Y-TARDY,,SLIDE-H TARDY-Y,P,SC,4,4,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 002",2,DOWNS,1,2,1,-47,-1,12,NINER PITT,TRIPS,,NINER PITT,PITT,,R,,4,13,N
"03 NCCR OFF vs. GAST (09/16/23), Play 003",3,DOWNS,1,3,2,-45,1,21,FIRE SNEAKER,TRIX,YAHOO,FIRE SNEAKER,SNEAKER,,R,,4,4,N
"03 NCCR OFF vs. GAST (09/16/23), Play 004",4,DOWNS,1,4,1,-46,-2,21,FIRE WOLF GARBAGE,TRIX,YAHOO,FIRE GARBAGE,WOLF-JAGUAR SWEEP,,R,,4,12,N
"03 NCCR OFF vs. GAST (09/16/23), Play 005",5,PUNT,2,0,10,-25,1,12,YAC FIB TROLLY LT BUNDLE SPIDER BOOK FORCE,TROLLY,AC-Y,SPIDER BOOK FORCE,BEETLE-SPIDER BOOK,,P,C,11,19,N
"03 NCCR OFF vs. GAST (09/16/23), Play 006",6,PUNT,2,2,9,-26,15,12,FLANK LT S. LA GRONK HERO,FLANK,,S. LA GRONK HERO,,GRONK HERO,P,C,11,18,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 007",7,PUNT,2,1,10,-41,1,12,BUMP TRAIN RT OFF SQUEEZE N. PABLO,TRAIN,,N. PABLO,,PABLO,P,C,11,13,N
"03 NCCR OFF vs. GAST (09/16/23), Play 008",8,PUNT,2,2,9,-42,5,11,DAFFY RT 1 ROCK SLOP CHOP,DAFFY,,ROCK SLOP CHOP,,SLOP CHOP,P,C,11,13,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 009",9,PUNT,2,3,4,-47,0,11,NINER RAILROAD,DUAL,,NINER RAILROAD,,RAILROAD-H,P,I,11,10,N
"03 NCCR OFF vs. GAST (09/16/23), Play 010",10,INTERCEPTION,3,0,10,-25,5,11,FIB DOUBLE LT OFF H-JET TIGER,DOUBLE,JET-H,TIGER,BENGAL-TIGER,,R,,11,1,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 011",11,INTERCEPTION,3,2,5,-30,0,11,DUAL RT QK JACK SPACING X-STICK,DUAL,,QK JACK SPACING X-STICK,,SPACING STICK-X,P,I,11,10,N
"03 NCCR OFF vs. GAST (09/16/23), Play 012",12,INTERCEPTION,3,3,5,-30,32,11,ROCKY TRAIN LT OFF A LOAD Y-DELAY CHOP X-FADE,TRAIN,,LOAD Y-DELAY CHOP X-FADE,,DELAY-Y CHOP FADE-X,P,C,11,12,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 013",13,INTERCEPTION,3,1,10,38,,11,DUAL RT JACK Y-PUNCH DANCER,DUAL,,JACK Y-PUNCH DANCER,,PUNCH-Y DANCER,P,INT,11,12,
"03 NCCR OFF vs. GAST (09/16/23), Play 014",14,DOWNS,4,0,10,-25,-1,11,(P) FIB TRAIN RT OFF Y-CREEP EAGLES,TRAIN,CREEP-Y,EAGLES,EAGLES-RAVENS,,R,,11,0,N
"03 NCCR OFF vs. GAST (09/16/23), Play 015",15,DOWNS,4,2,11,-24,32,12,DEUCE LT SLOT N. CALI H-TSUNAMI,DEUCE,,N. CALI H-TSUNAMI,,TSUNAMI-H,P,C,11,86,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 016",16,DOWNS,4,1,10,42,0,11,FIB DOUBLE LT OFF H-JET TIGER,DOUBLE,JET-H,TIGER,BENGAL-TIGER,,R,,11,0,N
"03 NCCR OFF vs. GAST (09/16/23), Play 017",17,DOWNS,4,2,10,42,5,11,YAC TRAIN LT OFF S. SPRINTY SMASH,TRAIN,AC-Y,S. SPRINTY SMASH,,SMASH,P,C,11,19,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 018",18,DOWNS,4,3,5,37,2,12,FIB DOUBLE RT H-PLANE BEETLE SLICE,DOUBLE,PLANE-H,BEETLE SLICE,BEETLE-SPIDER SLICE,,R,,11,0,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 019",19,DOWNS,4,4,3,35,17,12,DOS LT F-JILL COAT X-DANGLE,DOS,,F-JILL COAT X-DANGLE,,COAT DANGLE-X,P,C,11,19,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 020",20,DOWNS,4,1,10,18,3,12,DEUCE LT OFF THURSDAY (CK. BEETLE SLICE),DEUCE,,BEETLE SLICE,BEETLE-SPIDER SLICE,,R,,11,1,N
"03 NCCR OFF vs. GAST (09/16/23), Play 021",21,DOWNS,4,2,7,15,12,11,BUMP DUAL LT S. LA GRONK HERO,DUAL,,S. LA GRONK HERO,,GRONK HERO,P,C,11,18,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 022",22,DOWNS,4,1,3,3,-2,23,(U) GL RT S. G-LEAD,GL,,S. G-LEAD,G-LEAD,,R,,11,1,N
"03 NCCR OFF vs. GAST (09/16/23), Play 023",23,DOWNS,4,2,5,5,4,12,DOT LT SLOT Z-PLANE ROACH Y-CULDESAC,DOT,PLANE-Z,ROACH Y-CULDESAC,ROACH-LEECH,,R,,11,1,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 024",24,DOWNS,4,3,1,1,0,13-F,DOT LT SLOT Z-PLANE ROACH Z-SLICE,DOT,PLANE-Z,ROACH Z-SLICE,ROACH-LEECH SLICE,,R,,11,1,N
"03 NCCR OFF vs. GAST (09/16/23), Play 025",25,DOWNS,4,4,1,1,-3,23,(U) GL LT N. G-LEAD PASS,GL,,N. G-LEAD PASS,,G-LEAD PASS,P,C,11,35,N
"03 NCCR OFF vs. GAST (09/16/23), Play 026",26,FIELD GOAL,5,0,10,49,36,12,DEUCE LT OFF CLASSY N. TEXAS Z-WAVE,DEUCE,,N. TEXAS Z-WAVE,,WAVE-Z,P,C,11,19,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 027",27,FIELD GOAL,5,1,10,13,3,12,DEUCE RT OFF THURSDAY (CK. BEETLE SLICE),DEUCE,,BEETLE SLICE,BEETLE-SPIDER SLICE,,R,,11,1,N
"03 NCCR OFF vs. GAST (09/16/23), Play 028",28,FIELD GOAL,5,2,7,10,3,12,NINER PITT,TRIPS,,NINER PITT,PITT,,R,,11,1,N
"03 NCCR OFF vs. GAST (09/16/23), Play 029",29,,5,3,4,7,0,12,DEUCE RT SLOT BEETLE Y-CULDESAC,DEUCE,,BEETLE Y-CULDESAC,BEETLE-SPIDER,,X,,11,,
"03 NCCR OFF vs. GAST (09/16/23), Play 030",30,FIELD GOAL,5,3,9,12,0,12,BUMP FLANK RT SQUEEZE ROCK TOPPER R-WHEEL DRACO,FLANK,,ROCK TOPPER R-WHEEL DRACO,,TOPPER R-WHEEL DRACO,P,I,11,,N
"03 NCCR OFF vs. GAST (09/16/23), Play 031",31,TOUCHDOWN,6,0,10,42,0,11,DUAL RT JACK Y-PUNCH DANCER,DUAL,,JACK Y-PUNCH DANCER,,PUNCH-Y DANCER,P,I,11,19,N
"03 NCCR OFF vs. GAST (09/16/23), Play 032",32,TOUCHDOWN,6,2,10,42,7,11,DUAL RT CLASSY ROCK H-RAILROAD,DUAL,,ROCK H-RAILROAD,,RAILROAD-H,P,C,11,10,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 033",33,TOUCHDOWN,6,3,3,35,0,11,Z-TANGO RT S. CALI RUBY,TANGO,,S. CALI RUBY,,,P,I,11,18,N
"03 NCCR OFF vs. GAST (09/16/23), Play 034",34,TOUCHDOWN,6,4,3,35,7,11,FIB DOUBLE LT OFF H-IN LOAD H-SMACK,DOUBLE,IN-H,LOAD H-SMACK,,SMACK-H,P,C,11,10,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 035",35,TOUCHDOWN,6,1,10,28,15,11,TRAIN RT JILL H-DRIVE DANCER,TRAIN,,JILL H-DRIVE DANCER,,DRIVE-H DANCER,P,I,11,19,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 036",36,TOUCHDOWN,6,1,10,13,9,11,Z-TANGO LT N. SPRINT SHOE,TANGO,,N. SPRINT SHOE,,SHOE,P,C,11,22,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 037",37,TOUCHDOWN,6,2,1,4,0,11,DUAL RT CLASSY QK JACK SPACING X-STICK,DUAL,,QK JACK SPACING X-STICK,,SPACING STICK-X,P,I,11,10,N
"03 NCCR OFF vs. GAST (09/16/23), Play 038",38,TOUCHDOWN,6,3,1,4,4,11,DUAL RT Z-JET ROACH Z-STREET,DUAL,JET-Z,ROACH Z-STREET,ROACH-LEECH,,P,C,11,19,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 039",39,PUNT,7,0,10,-25,5,11,FIB DOUBLE RT OFF H-IN BEETLE H-TRAIL,DOUBLE,IN-H,BEETLE H-TRAIL,BEETLE-SPIDER,,R,,11,13,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 040",40,PUNT,7,2,5,-30,-4,11,(P) TRAIN RT OFF Y-CREEP EAGLES,TRAIN,CREEP-Y,EAGLES,EAGLES-RAVENS,,R,,11,13,N
"03 NCCR OFF vs. GAST (09/16/23), Play 041",41,PUNT,7,3,9,-26,12,11,YAC TROLLY RT SALLY,TROLLY,,SALLY,,,P,C,11,13,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 042",42,PUNT,7,1,10,-38,0,11,FIB DOUBLE RT OFF H-JET S. CALI Z-BREAKER,DOUBLE,JET-H,S. CALI Z-BREAKER,,BREAKER-Z,P,C,11,19,N
"03 NCCR OFF vs. GAST (09/16/23), Play 043",43,PUNT,7,2,10,-38,-13,12,FLANK LT JILL H-DRIVE ROCKER,FLANK,,JILL H-DRIVE ROCKER,,DRIVE-H ROCKER,P,SACK,11,11,N
"03 NCCR OFF vs. GAST (09/16/23), Play 044",44,PUNT,7,3,23,-25,17,11,DAFFY LT Y-RT ROCK Z-BULLS,DAFFY,RT-Y,ROCK Z-BULLS,,BULLS-Z,P,C,11,19,N
"03 NCCR OFF vs. GAST (09/16/23), Play 045",45,PUNT,8,0,10,-22,27,11,Z-TANGO LT N. CALI Z-TSUNAMI,TANGO,,N. CALI Z-TSUNAMI,,TSUNAMI-Z,P,C,11,19,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 046",46,PUNT,8,1,10,-49,-1,11,Z-TOXIC RT SPIDER CUT,TOXIC,,SPIDER CUT,BEETLE-SPIDER CUT,,R,,11,1,N
"03 NCCR OFF vs. GAST (09/16/23), Play 047",47,PUNT,8,2,11,-48,-12,11,DUAL RT NASTY F-JACK CLIPPER DRACO,DUAL,,F-JACK CLIPPER DRACO,,CLIPPER DRACO,P,SACK,11,11,N
"03 NCCR OFF vs. GAST (09/16/23), Play 048",48,PUNT,8,3,23,-36,14,11,Z-TANGO RT JACK WRANGLE SPEAR,TANGO,,JACK WRANGLE SPEAR,,WRANGLE SPEAR,P,C,11,86,N
"03 NCCR OFF vs. GAST (09/16/23), Play 049",49,TOUCHDOWN,9,0,10,-12,18,11,TRAIN LT OFF OX LION OLY,TRAIN,,LION OLY,BEAR-LION OMAR,,R,,4,21,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 050",50,TOUCHDOWN,9,1,10,-30,12,11,TRAIN RT OFF CLEVELAND MAG,TRAIN,,CLEVELAND MAG,CLEVELAND-AKRON MAG,,R,,4,21,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 051",51,TOUCHDOWN,9,1,10,-42,58,11,TRAIN LT OFF OX LION OLY,TRAIN,,LION OLY,BEAR-LION OMAR,,R,,4,4,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 052",52,,9,5,3,3,3,11,H-TANGO LT H-JET IRON Y-SHOP,TANGO,JET-H,IRON Y-SHOP,IRON-STEEL SHOP,SHOP-Y,R,,4,18,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 053",53,,10,5,3,3,3,12,ZAC Z-TANGO LT IRON R-SHOVEL EDGE Z-STRAIGHT COKE,TANGO,AC-Z,IRON R-SHOVEL EDGE Z-STRAIGHT COKE,IRON-STEEL SHOVEL,SHOVEL-R,P,,4,19,
"03 NCCR OFF vs. GAST (09/16/23), Play 054",54,PUNT,11,0,10,-25,3,11,TRAIN LT OFF Y-AGGY SPIDER BOOK FORCE,TRAIN,,SPIDER BOOK FORCE,BEETLE-SPIDER BOOK,,R,,4,0,N
"03 NCCR OFF vs. GAST (09/16/23), Play 055",55,PUNT,11,2,7,-28,1,11,TRAIN LT OFF OX BEETLE SLIP,TRAIN,,BEETLE SLIP,BEETLE-SPIDER SLIP,,R,,4,0,N
"03 NCCR OFF vs. GAST (09/16/23), Play 056",56,PUNT,11,3,6,-29,5,11,DUAL LT OFF CLASSY F-JILL COAT X-DANGLE,DUAL,,F-JILL COAT X-DANGLE,,COAT DANGLE-X,P,C,11,86,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 057",57,PUNT,11,4,1,-34,4,11,(U) TROLLY RT Y-IN JORDAN,TROLLY,IN-Y,JORDAN,JORDAN,,R,,4,4,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 058",58,PUNT,11,1,10,-38,1,11,FIB DOUBLE RT OFF H-IN JILL Z-GIFTPUMP H-SMACK,DOUBLE,IN-H,JILL Z-GIFT PUMP H-SMACK,,GIFT PUMP-Z SMACK-H,P,C,4,10,N
"03 NCCR OFF vs. GAST (09/16/23), Play 059",59,PUNT,11,2,9,-39,,11,DUAL RT N. LA GRONK HERO,DUAL,,N. LA GRONK HERO,,GRONK HERO,P,SR,4,4,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 060",60,PUNT,11,1,10,47,-5,11,DUAL LT CLASSY QK JILL SPACING X-STICK,DUAL,,QK JILL SPACING X-STICK,,SPACING STICK-X,P,SACK,11,11,N
"03 NCCR OFF vs. GAST (09/16/23), Play 061",61,PUNT,11,2,15,-48,-8,11,DUAL LT CLASSY F-JILL CLIPPER DRACO,DUAL,,F-JILL CLIPPER DRACO,,CLIPPER DRACO,P,SACK,11,11,N
"03 NCCR OFF vs. GAST (09/16/23), Play 062",62,PUNT,11,3,23,-40,0,11,TROLLY RT ROCK X-BULLS,TROLLY,,ROCK X-BULLS,,BULLS-X,P,I,4,2,N
"03 NCCR OFF vs. GAST (09/16/23), Play 063",63,FUMBLE,12,0,10,-20,19,11,FIB DOUBLE LT OFF H-JET N. CALI Z-SURF,DOUBLE,JET-H,N. CALI Z-SURF,,SURF-Z,P,C,4,13,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 064",64,FUMBLE,12,1,10,-39,0,11,Z-TANGO RT S. SPRINT SHOE,TANGO,,S. SPRINT SHOE,,SHOE,P,I,4,83,N
"03 NCCR OFF vs. GAST (09/16/23), Play 065",65,,12,2,10,-39,,11,BUMP DUAL RT CLASSY ROCK H-RAILROAD,DUAL,,ROCK H-RAILROAD,,RAILROAD-H,P,,4,4,Y
"03 NCCR OFF vs. GAST (09/16/23), Play 066",66,FUMBLE,12,1,10,46,0,11,DUAL RT NASTY ROCK U-TURN LOOKIE,DUAL,,ROCK U-TURN LOOKIE,,U-TURN LOOKIE,P,I,4,13,N
"03 NCCR OFF vs. GAST (09/16/23), Play 067",67,,12,2,10,46,,11,YAC TROLLY LT ROSE,TROLLY,AC-Y,ROSE,,,P,,4,13,
"03 NCCR OFF vs. GAST (09/16/23), Play 068",68,FUMBLE,12,2,20,-44,4,11,DUAL RT JACK Y-PUNCH DANCER,DUAL,,JACK Y-PUNCH DANCER,,PUNCH-Y DANCER,P,SR,4,4,N
"03 NCCR OFF vs. GAST (09/16/23), Play 069",69,FUMBLE,12,3,16,-48,0,11,Z-TANGO RT S. SPRINT SHOE,TANGO,,S. SPRINT SHOE,,SHOE,P,I,4,83,N
"03 NCCR OFF vs. GAST (09/16/23), Play 070",70,FUMBLE,12,4,16,-48,-9,11,DUAL RT SPORTSCENTER,DUAL,,SPORTSCENTER,,SPORTSCENTER,P,C,4,86,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 001",1,PUNT,1,0,10,-25,0,11,YAC HAC FIB DUAL RT OFF BEAR OMAR,DUAL,AC-Y,BEAR OMAR,BEAR-LION OMAR,,R,,4,4,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 002",2,PUNT,1,2,10,-25,3,11,Z-TOXIC RT Z-JET STEEL Y-SHOP,TOXIC,JET-Z,STEEL Y-SHOP,IRON-STEEL SHOP,,P,C,4,81,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 003",3,PUNT,1,3,7,-28,4,11,NINER THURSDAY (CK. JILL CHIP X-LIGHTRAIL),TRAIN,,JILL CHIP X-LIGHTRAIL,,LIGHTRAIL-X,P,I,4,4,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 004",4,PUNT,2,0,10,-25,0,21,FIB TROUBLE LT OFF H-PLANE H-SLIDE N. CALI Z-SURF,TROUBLE,PLANE-H,H-SLIDE N. CALI Z-SURF,,SURF-Z SLIDE,P,I,11,19,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 005",5,PUNT,2,2,10,-25,1,21,DEUCE LT SLOT THURSDAY (CK. LEECH MIKE PUNK),DEUCE,,LEECH-MIKE PUNK,ROACH-LEECH MIKE,,R,,11,13,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 006",6,PUNT,2,3,9,-26,0,21,NINER JUKE,JUKE,,NINER JUKE,,JUKE,P,I,11,19,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 007",7,PUNT,3,0,10,-25,0,12,DEUCE LT SLOT X-IN N. SPRINTY COAT,DEUCE,IN-X,N. SPRINTY COAT,,COAT,P,I,11,19,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 008",8,PUNT,3,2,10,-25,2,12,HAC DEUCE LT CLASSY QK JACK CHIP HERO SPACING,DEUCE,AC-H,QK JACK CHIP HERO SPACING,,HERO SPACING,P,C,11,84,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 009",9,PUNT,3,3,8,-27,13,12,(P) TRAIN RT OFF OX H-BOMBER S. CALI RUBY,TRAIN,BOMBER-H,S. CALI RUBY,,,P,C,11,18,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 010",10,PUNT,3,1,10,-40,7,12,FLANK RT CLASSY QK JILL CHIP HERO SPACING,FLANK,,QK JILL CHIP HERO SPACING,,HERO SPACING,P,C,11,10,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 011",11,PUNT,3,2,3,-47,0,12,TRAIN RT BILLY JILL CHIP X-LIGHTRAIL,TRAIN,,JILL CHIP X-LIGHTRAIL,,LIGHTRAIL-X,P,I,11,10,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 012",12,PUNT,3,3,3,-47,0,12,Z-TANGO RT TEQUILA (CK. Z-TORCH RT ROSE CRACK),TORCH,,ROSE CRACK,,,P,I,11,13,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 013",13,PUNT,4,0,10,-25,-13,12,(U) FIB DOT RT NASTY X-IN WOLF RENO X-SLIDE Y-TARDY,DOT,IN-X,WOLF RENO X-SLIDE Y-TARDY,,SLIDE-X TARDY-Y,P,SACK,11,11,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 014",14,PUNT,4,2,23,-12,0,21,THIEF RT BILLY QK ROACH MIKE,THIEF,,QK ROACH MIKE,ROACH-LEECH MIKE QK,,R,,11,13,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 015",15,PUNT,4,3,23,-12,0,12,DOLPHIN LT Z-BACK SHOW SALLY CRACK,DOLPHIN,BACK-Z,SHOW SALLY CRACK,,,P,I,11,13,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 016",16,TOUCHDOWN,5,0,10,-25,4,12,DEUCE RT SLOT LION OLY,DEUCE,,LION OLY,BEAR-LION OMAR,,R,,4,4,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 017",17,TOUCHDOWN,5,2,6,-29,9,12,TRIPS RT OX 1 R-JET N. PITT COVER,TRIPS,,N. PITT COVER,PITT COVER,,R,,4,4,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 018",18,TOUCHDOWN,5,1,10,-38,20,12,DEUCE LT SLOT BEAR OMAR,DEUCE,,BEAR OMAR,BEAR-LION OMAR,,R,,4,21,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 019",19,TOUCHDOWN,5,1,10,42,0,12,TRIPS LT OX 1 R-JET S. PITT COVER,TRIPS,,S. PITT COVER Z-CRACK,PITT COVER,,R,,4,4,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 020",20,TOUCHDOWN,5,2,10,42,34,12,TRAIN RT OFF LIZZY SUN SWITCH X-DRAG,TRAIN,,LIZZY SUN SWITCH X-DRAG,,SUN SWITCH DRAG-X,P,C,4,18,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 021",21,,5,1,8,8,,12,YAHOO TRIPS LT OX SPIDER SLICK,TRIPS,YAHOO,SPIDER SLICK,BEETLE-SPIDER,SLICK,X,,4,,
"04 NCCR OFF vs. FLUN (09/23/23), Play 022",22,TOUCHDOWN,5,1,13,13,1,12,DUAL LT OFF H-JET IRON Y-SHOP,DUAL,JET-H,IRON Y-SHOP,IRON-STEEL SHOP,,P,C,4,81,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 023",23,TOUCHDOWN,5,2,12,12,5,12,(U) YAHOO TRIPS LT OX SQUEEZE X-JET S. LOOPER Z-CORNER,TRIPS,YAHOO,S. LOOPER Z-CORNER,,LOOPER CORNER-Z,P,SR,4,4,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 024",24,TOUCHDOWN,5,3,7,7,7,11,TROLLY RT Q. PAPER RECLINER X-BOW,TROLLY,,Q-PAPER RECLINER X-BOW,PENCIL-PAPER Q,RECLINER BOW-X,R,,4,4,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 025",25,END OF HALF,6,0,10,-19,2,11,YAC TRAIN LT S. GOLFER SAIL,TRAIN,AC-Y,S. GOLFER SAIL,,GOLFER SAIL,P,SR,4,4,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 026",26,END OF HALF,6,2,8,-21,30,11,TRAIN RT OFF BEAR OMAR,TRAIN,,BEAR OMAR,BEAR-LION OMAR,,R,,4,4,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 027",27,END OF HALF,6,1,10,49,-7,11,DUAL RT OFF JACK Y-PUNCH DANCER,DUAL,,JACK Y-PUNCH DANCER,,PUNCH-Y DANCER,P,SACK,4,4,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 028",28,MISSED FG,7,0,10,32,-10,11,DAREDEVIL,TRAIN,,DAREDEVIL,,DAREDEVIL,P,C,4,13,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 029",29,MISSED FG,7,2,20,42,5,11,YAC HAC FIB DUAL LT OFF LION OLY,DUAL,AC-Y,LION OLY,BEAR-LION OMAR,,R,,4,4,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 030",30,MISSED FG,7,3,15,37,0,11,(P) TRAIN RT OFF S. CALI RUBY,TRAIN,,S. CALI RUBY,,,P,C,4,86,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 031",31,PUNT,8,0,10,-25,1,12,DEUCE RT SLOT IRON H-SHOP,DEUCE,,IRON H-SHOP,IRON-STEEL SHOP,,P,C,4,18,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 032",32,PUNT,8,2,9,-26,4,12,HAC DEUCE RT SLOT THURSDAY (CK. BEETLE SLICE),DEUCE,AC-H,BEETLE SLICE,BEETLE-SPIDER SLICE,,R,,4,13,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 033",33,PUNT,8,3,5,-30,6,12,NINER THURSDAY (CK. NINER JUKE),JUKE,,NINER JUKE,,JUKE,P,C,4,18,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 034",34,PUNT,8,1,10,-36,9,12,TRIPS LT OX 1 R-JET S. PITT COVER,TRIPS,,S. PITT COVER,PITT COVER,,R,,4,21,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 035",35,,8,2,1,-45,,,,,,,,,X,,4,,
"04 NCCR OFF vs. FLUN (09/23/23), Play 036",36,PUNT,8,2,6,-40,0,12,DOT LT JILL CHIP Y-PUNCH DANCER,DOT,,JILL CHIP Y-PUNCH DANCER,,PUNCH-Y DANCER,P,I,4,3,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 037",37,PUNT,8,3,6,-40,1,12,FLANK LT JILL CHIP MARS ANKLE,FLANK,,JILL CHIP MARS ANKLE,,MARS ANKLE,X,,4,,X
"04 NCCR OFF vs. FLUN (09/23/23), Play 038",38,PUNT,9,0,10,-38,1,12,FIB DUAL LT OFF BEETLE Y-TRAIL,DUAL,,BEETLE Y-TRAIL,BEETLE-SPIDER,,R,,4,21,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 039",39,PUNT,9,2,9,-39,2,12,BUMP DEUCE RT SLOT LION OLY,DEUCE,,LION OLY,BEAR-LION OMAR,,R,,4,4,N
